pushups,pushups points
51,20
50,19.5
49,19
48,18.8
47,18.6
46,18.5
45,18.4
44,18.2
43,18
42,17.8
41,17.6
40,17.4
39,17.2
38,17
37,16.6
36,16
35,15.6
34,15.4
33,15
32,14.6
31,14
30,13.6
29,13.4
28,13
27,12
26,11
25,10.6
24,10
23,7
22,4
21,1
